date,neg,neu,pos,compound
2019-09-11,0.03,0.807,0.163,0.9991
2019-09-10,0.059,0.783,0.158,0.9981
2019-09-09,0.051,0.783,0.167,0.9981
2019-09-08,0.04,0.795,0.165,0.999
2019-09-07,0.061,0.767,0.172,0.9986
2019-09-06,0.057,0.817,0.125,0.993
2019-09-05,0.046,0.795,0.159,0.9983
2019-09-04,0.077,0.747,0.175,0.998
2019-09-03,0.071,0.78,0.148,0.9951
2019-09-02,0.055,0.729,0.216,0.9994
2019-09-01,0.058,0.782,0.16,0.9981
2019-08-31,0.067,0.776,0.157,0.998
2019-08-30,0.054,0.787,0.159,0.9985
2019-08-29,0.05,0.786,0.164,0.9988
2019-08-28,0.068,0.777,0.155,0.996
2019-08-27,0.09,0.747,0.162,0.9964
2019-08-26,0.048,0.779,0.172,0.9986
2019-08-25,0.082,0.785,0.133,0.9867
2019-08-24,0.064,0.752,0.185,0.9987
2019-08-23,0.051,0.772,0.177,0.9987
2019-08-22,0.038,0.823,0.139,0.9976
2019-08-21,0.044,0.819,0.137,0.9976
2019-08-20,0.044,0.741,0.214,0.9992
2019-08-19,0.043,0.818,0.139,0.998
2019-08-18,0.083,0.777,0.14,0.9938
2019-08-17,0.058,0.765,0.177,0.9987
2019-08-16,0.044,0.832,0.123,0.9967
2019-08-15,0.096,0.776,0.128,0.9823
2019-08-14,0.067,0.758,0.174,0.9982
2019-08-13,0.069,0.777,0.154,0.9968
2019-08-12,0.069,0.754,0.177,0.9984
2019-08-11,0.072,0.775,0.153,0.9975
2019-08-10,0.062,0.75,0.188,0.9986
2019-08-09,0.087,0.75,0.163,0.9971
2019-08-08,0.044,0.765,0.191,0.9992
2019-08-07,0.059,0.766,0.175,0.9985
2019-08-06,0.047,0.761,0.192,0.9991
2019-08-05,0.085,0.772,0.143,0.9901
2019-08-04,0.065,0.816,0.119,0.991
2019-08-03,0.051,0.826,0.123,0.996
2019-08-02,0.036,0.761,0.203,0.9993
2019-08-01,0.03,0.771,0.199,0.9994
2019-07-31,0.058,0.769,0.173,0.9981
2019-07-30,0.043,0.81,0.147,0.9982
2019-07-29,0.045,0.811,0.145,0.9974
2019-07-28,0.073,0.787,0.139,0.9952
2019-07-27,0.057,0.789,0.154,0.9982
2019-07-26,0.042,0.797,0.161,0.9989
2019-07-25,0.057,0.755,0.188,0.9989
2019-07-24,0.065,0.775,0.16,0.9976
2019-07-23,0.075,0.805,0.12,0.9904
2019-07-22,0.058,0.809,0.132,0.9952
2019-07-21,0.053,0.795,0.152,0.998
2019-07-20,0.023,0.823,0.154,0.998
2019-07-19,0.057,0.788,0.155,0.9977
2019-07-18,0.038,0.76,0.202,0.9992
2019-07-17,0.078,0.801,0.12,0.9776
2019-07-16,0.082,0.769,0.149,0.9955
2019-07-15,0.037,0.791,0.171,0.999
2019-07-14,0.051,0.792,0.157,0.9984
2019-07-13,0.077,0.749,0.173,0.9975
2019-07-12,0.103,0.743,0.155,0.9918
2019-07-11,0.065,0.812,0.124,0.9925
2019-07-10,0.043,0.786,0.171,0.9986
2019-07-09,0.052,0.778,0.169,0.9986
2019-07-08,0.075,0.781,0.144,0.9957
2019-07-07,0.056,0.785,0.159,0.9983
2019-07-06,0.029,0.804,0.167,0.9988
2019-07-05,0.051,0.8,0.149,0.9981
2019-07-04,0.051,0.803,0.146,0.9978
2019-07-03,0.053,0.806,0.141,0.9974
2019-07-02,0.083,0.807,0.111,0.9606
2019-07-01,0.016,0.846,0.137,0.9984
2019-06-30,0.044,0.827,0.129,0.9969
2019-06-29,0.055,0.801,0.144,0.9969
2019-06-28,0.042,0.817,0.141,0.9976
2019-06-27,0.103,0.806,0.091,-0.9005
2019-06-26,0.082,0.783,0.134,0.9896
2019-06-25,0.04,0.779,0.18,0.9983
2019-06-24,0.05,0.827,0.123,0.9953
2019-06-23,0.077,0.801,0.122,0.9867
2019-06-22,0.053,0.816,0.132,0.9931
2019-06-21,0.059,0.739,0.203,0.9977
2019-06-20,0.043,0.792,0.165,0.9986
2019-06-19,0.061,0.827,0.112,0.9918
2019-06-18,0.079,0.793,0.128,0.9897
2019-06-17,0.034,0.811,0.155,0.9981
2019-06-16,0.019,0.857,0.124,0.9969
2019-06-15,0.067,0.784,0.149,0.9955
2019-06-14,0.04,0.836,0.124,0.9962
2019-06-13,0.07,0.766,0.163,0.9976
2019-06-12,0.035,0.812,0.153,0.9983
2019-06-11,0.069,0.803,0.129,0.9936
2019-06-10,0.048,0.81,0.142,0.9979
2019-06-09,0.042,0.835,0.123,0.9966
2019-06-08,0.087,0.788,0.125,0.9785
2019-06-07,0.056,0.777,0.167,0.9978
2019-06-06,0.058,0.769,0.173,0.9984
2019-06-05,0.08,0.762,0.158,0.9968
2019-06-04,0.074,0.802,0.124,0.9932
2019-06-03,0.035,0.838,0.127,0.9972
2019-06-02,0.068,0.772,0.16,0.9974
2019-06-01,0.06,0.776,0.164,0.9976
2019-05-31,0.063,0.79,0.147,0.998
2019-05-30,0.082,0.783,0.135,0.9906
2019-05-29,0.031,0.752,0.217,0.9994
2019-05-28,0.041,0.83,0.129,0.9972
2019-05-27,0.068,0.776,0.155,0.9965
2019-05-26,0.061,0.777,0.162,0.9971
2019-05-25,0.075,0.82,0.104,0.9657
2019-05-24,0.077,0.795,0.128,0.9903
2019-05-23,0.052,0.838,0.11,0.9919
2019-05-22,0.021,0.84,0.14,0.9987
2019-05-21,0.055,0.789,0.156,0.9977
2019-05-20,0.069,0.799,0.132,0.9946
2019-05-19,0.041,0.818,0.141,0.9969
2019-05-18,0.059,0.825,0.117,0.9917
2019-05-17,0.056,0.807,0.137,0.995
2019-05-16,0.081,0.802,0.117,0.9619
2019-05-15,0.051,0.778,0.171,0.9985
2019-05-14,0.034,0.837,0.129,0.9964
2019-05-13,0.048,0.818,0.134,0.9952
2019-05-12,0.036,0.816,0.148,0.9984
2019-05-11,0.081,0.778,0.141,0.9899
2019-05-10,0.077,0.786,0.137,0.9936
2019-05-09,0.102,0.76,0.138,0.97
2019-05-08,0.089,0.787,0.124,0.9743
2019-05-07,0.033,0.83,0.137,0.9978
2019-05-06,0.046,0.839,0.115,0.9929
2019-05-05,0.075,0.764,0.162,0.9978
2019-05-04,0.089,0.757,0.153,0.9955
2019-05-03,0.056,0.834,0.11,0.9876
2019-05-02,0.043,0.816,0.141,0.9971
2019-05-01,0.03,0.815,0.155,0.9986
2019-04-30,0.036,0.815,0.149,0.9985
2019-04-29,0.028,0.793,0.178,0.999
2019-04-28,0.082,0.754,0.164,0.9972
2019-04-27,0.067,0.776,0.157,0.997
2019-04-26,0.057,0.81,0.133,0.9961
2019-04-25,0.048,0.776,0.176,0.9991
2019-04-24,0.032,0.806,0.162,0.9988
2019-04-23,0.048,0.783,0.169,0.9988
2019-04-22,0.03,0.847,0.123,0.9969
2019-04-21,0.048,0.756,0.195,0.9992
2019-04-20,0.074,0.764,0.162,0.9974
2019-04-19,0.067,0.771,0.162,0.9978
2019-04-18,0.068,0.804,0.128,0.9925
2019-04-17,0.04,0.801,0.159,0.9984
2019-04-16,0.084,0.797,0.119,0.9821
2019-04-15,0.093,0.791,0.116,0.9502
2019-04-14,0.044,0.812,0.143,0.9978
2019-04-13,0.078,0.795,0.128,0.9904
2019-04-12,0.068,0.736,0.196,0.9988
2019-04-11,0.064,0.785,0.151,0.9971
2019-04-10,0.077,0.755,0.168,0.9974
2019-04-09,0.1,0.749,0.151,0.9879
2019-04-08,0.048,0.821,0.131,0.9959
2019-04-07,0.046,0.808,0.146,0.998
2019-04-06,0.067,0.804,0.129,0.9926
2019-04-05,0.088,0.776,0.136,0.9884
2019-04-04,0.039,0.833,0.129,0.9973
2019-04-03,0.043,0.792,0.165,0.9984
2019-04-02,0.066,0.821,0.113,0.9854
2019-04-01,0.052,0.791,0.157,0.9976
2019-03-31,0.044,0.807,0.149,0.9976
2019-03-30,0.064,0.773,0.163,0.9982
2019-03-29,0.043,0.786,0.171,0.999
2019-03-28,0.079,0.736,0.185,0.9982
2019-03-27,0.035,0.809,0.155,0.9983
2019-03-26,0.028,0.817,0.156,0.9987
2019-03-25,0.053,0.808,0.138,0.9964
2019-03-24,0.079,0.787,0.134,0.9941
2019-03-23,0.098,0.803,0.099,0.0961
2019-03-22,0.068,0.791,0.141,0.9936
2019-03-21,0.056,0.774,0.17,0.9988
2019-03-20,0.067,0.742,0.191,0.9991
2019-03-19,0.05,0.795,0.155,0.9975
2019-03-18,0.04,0.802,0.158,0.9986
2019-03-17,0.068,0.772,0.16,0.9975
2019-03-16,0.098,0.807,0.095,-0.7896
2019-03-15,0.059,0.807,0.134,0.9965
2019-03-14,0.038,0.859,0.103,0.9926
2019-03-13,0.052,0.821,0.127,0.9952
2019-03-12,0.077,0.786,0.137,0.9941
2019-03-11,0.033,0.821,0.146,0.9979
2019-03-10,0.032,0.785,0.183,0.9993
2019-03-09,0.075,0.779,0.146,0.9953
2019-03-08,0.03,0.839,0.131,0.9978
2019-03-07,0.05,0.823,0.128,0.9963
2019-03-06,0.051,0.835,0.114,0.9939
2019-03-05,0.037,0.795,0.167,0.9987
2019-03-04,0.051,0.83,0.119,0.9944
2019-03-03,0.06,0.783,0.157,0.9961
2019-03-02,0.069,0.739,0.192,0.9989
2019-03-01,0.051,0.802,0.147,0.9975
2019-02-28,0.05,0.767,0.183,0.9991
2019-02-27,0.053,0.797,0.15,0.9982
2019-02-26,0.046,0.838,0.117,0.9954
2019-02-25,0.05,0.806,0.144,0.9976
2019-02-24,0.084,0.784,0.132,0.9925
2019-02-23,0.056,0.813,0.131,0.9935
2019-02-22,0.055,0.762,0.183,0.9988
2019-02-21,0.035,0.829,0.136,0.9982
2019-02-20,0.047,0.825,0.128,0.9967
2019-02-19,0.042,0.811,0.147,0.9972
2019-02-18,0.06,0.805,0.135,0.9923
2019-02-17,0.048,0.802,0.15,0.9974
2019-02-16,0.068,0.817,0.115,0.9833
2019-02-15,0.052,0.801,0.147,0.9971
2019-02-14,0.097,0.775,0.128,0.8979
2019-02-13,0.065,0.796,0.139,0.9966
2019-02-12,0.029,0.852,0.119,0.9971
2019-02-11,0.06,0.794,0.146,0.9964
2019-02-10,0.079,0.774,0.147,0.9936
2019-02-09,0.063,0.795,0.142,0.9967
2019-02-08,0.053,0.802,0.144,0.9963
2019-02-07,0.07,0.782,0.148,0.9956
2019-02-06,0.06,0.828,0.112,0.9826
2019-02-05,0.085,0.764,0.151,0.9935
2019-02-04,0.078,0.797,0.126,0.9881
2019-02-03,0.068,0.774,0.158,0.998
2019-02-02,0.045,0.816,0.138,0.9971
2019-02-01,0.048,0.815,0.137,0.9978
2019-01-31,0.027,0.824,0.149,0.9982
2019-01-30,0.051,0.824,0.125,0.9953
2019-01-29,0.057,0.807,0.136,0.9946
2019-01-28,0.075,0.742,0.183,0.9988
2019-01-27,0.054,0.799,0.146,0.998
2019-01-26,0.047,0.817,0.136,0.9974
2019-01-25,0.051,0.805,0.144,0.9974
2019-01-24,0.07,0.767,0.163,0.9983
2019-01-23,0.05,0.785,0.165,0.9984
2019-01-22,0.081,0.831,0.088,0.7755
2019-01-21,0.079,0.748,0.173,0.9981
2019-01-20,0.055,0.806,0.139,0.9966
2019-01-19,0.059,0.815,0.126,0.9945
2019-01-18,0.059,0.775,0.165,0.9985
2019-01-17,0.05,0.818,0.132,0.9961
2019-01-16,0.077,0.789,0.135,0.9953
2019-01-15,0.068,0.821,0.112,0.9861
2019-01-14,0.061,0.778,0.161,0.9979
2019-01-13,0.052,0.835,0.113,0.9925
2019-01-12,0.037,0.777,0.186,0.9986
2019-01-11,0.096,0.773,0.132,0.9867
2019-01-10,0.06,0.787,0.154,0.9967
2019-01-09,0.078,0.819,0.103,0.9709
2019-01-08,0.068,0.801,0.131,0.9936
2019-01-07,0.067,0.802,0.131,0.9949
2019-01-06,0.047,0.812,0.141,0.997
2019-01-05,0.066,0.741,0.193,0.999
2019-01-04,0.072,0.778,0.15,0.9969
2019-01-03,0.087,0.793,0.12,0.9741
2019-01-02,0.095,0.776,0.129,0.9843
2019-01-01,0.076,0.784,0.14,0.995
2018-12-31,0.07,0.77,0.16,0.9976
2018-12-30,0.068,0.79,0.142,0.9955
2018-12-29,0.063,0.786,0.151,0.9975
2018-12-28,0.061,0.788,0.151,0.9977
2018-12-27,0.102,0.755,0.144,0.9871
2018-12-26,0.059,0.813,0.127,0.9952
2018-12-25,0.06,0.763,0.178,0.9986
2018-12-24,0.042,0.799,0.159,0.9987
2018-12-23,0.079,0.735,0.186,0.9972
2018-12-22,0.071,0.766,0.163,0.9976
2018-12-21,0.057,0.8,0.143,0.9968
2018-12-20,0.051,0.776,0.173,0.9987
2018-12-19,0.049,0.784,0.167,0.9985
2018-12-18,0.034,0.802,0.164,0.9987
2018-12-17,0.084,0.781,0.136,0.9943
2018-12-16,0.079,0.775,0.146,0.9942
2018-12-15,0.053,0.807,0.14,0.998
2018-12-14,0.088,0.765,0.147,0.9926
2018-12-13,0.115,0.779,0.106,-0.9015
2018-12-12,0.059,0.763,0.178,0.9987
2018-12-11,0.061,0.807,0.132,0.9961
2018-12-10,0.067,0.807,0.126,0.9902
2018-12-09,0.073,0.796,0.131,0.994
2018-12-08,0.082,0.8,0.118,0.978
2018-12-07,0.045,0.794,0.16,0.9982
2018-12-06,0.085,0.782,0.133,0.9915
2018-12-05,0.101,0.764,0.135,0.9754
2018-12-04,0.106,0.745,0.149,0.9898
2018-12-03,0.072,0.808,0.12,0.9895
2018-12-02,0.044,0.784,0.172,0.9989
2018-12-01,0.054,0.829,0.117,0.995
2018-11-30,0.06,0.775,0.165,0.998
2018-11-29,0.081,0.773,0.146,0.9952
2018-11-28,0.063,0.793,0.144,0.9961
2018-11-27,0.071,0.809,0.121,0.9907
2018-11-26,0.07,0.783,0.146,0.9958
2018-11-25,0.116,0.738,0.146,0.9648
2018-11-24,0.118,0.774,0.108,-0.9575
2018-11-23,0.079,0.802,0.119,0.9831
2018-11-22,0.061,0.762,0.177,0.9984
2018-11-21,0.078,0.775,0.147,0.996
2018-11-20,0.102,0.754,0.145,0.9882
2018-11-19,0.181,0.711,0.108,-0.9966
2018-11-18,0.056,0.815,0.128,0.996
2018-11-17,0.1,0.754,0.146,0.9913
2018-11-16,0.079,0.77,0.151,0.9946
2018-11-15,0.086,0.771,0.143,0.9938
2018-11-14,0.077,0.781,0.142,0.9948
2018-11-13,0.052,0.817,0.132,0.9973
2018-11-12,0.061,0.813,0.126,0.9946
2018-11-11,0.053,0.815,0.132,0.9967
2018-11-10,0.083,0.784,0.133,0.9927
2018-11-09,0.052,0.814,0.134,0.9975
2018-11-08,0.067,0.779,0.154,0.9977
2018-11-07,0.041,0.808,0.151,0.9985
2018-11-06,0.045,0.837,0.118,0.9951
2018-11-05,0.042,0.85,0.108,0.9943
2018-11-04,0.063,0.808,0.13,0.9966
2018-11-03,0.047,0.819,0.134,0.9975
2018-11-02,0.051,0.779,0.17,0.9986
2018-11-01,0.057,0.805,0.139,0.9968
2018-10-31,0.042,0.814,0.144,0.998
2018-10-30,0.065,0.8,0.135,0.9969
2018-10-29,0.077,0.765,0.158,0.9952
2018-10-28,0.038,0.825,0.137,0.9975
2018-10-27,0.046,0.807,0.147,0.9981
2018-10-26,0.034,0.847,0.119,0.9963
2018-10-25,0.074,0.792,0.133,0.9937
2018-10-24,0.06,0.819,0.121,0.9924
2018-10-23,0.042,0.859,0.098,0.9942
2018-10-22,0.028,0.83,0.142,0.998
2018-10-21,0.069,0.751,0.18,0.9984
2018-10-20,0.05,0.831,0.119,0.9955
2018-10-19,0.049,0.796,0.155,0.9982
2018-10-18,0.034,0.823,0.142,0.9977
2018-10-17,0.023,0.788,0.189,0.9993
2018-10-16,0.059,0.795,0.146,0.9978
2018-10-15,0.028,0.843,0.129,0.9981
2018-10-14,0.066,0.808,0.126,0.9956
2018-10-13,0.065,0.768,0.167,0.9983
2018-10-12,0.043,0.867,0.09,0.9917
2018-10-11,0.069,0.822,0.109,0.987
2018-10-10,0.029,0.814,0.157,0.9987
2018-10-09,0.073,0.824,0.103,0.9612
2018-10-08,0.034,0.84,0.126,0.9972
2018-10-07,0.058,0.861,0.081,0.9348
2018-10-06,0.033,0.804,0.163,0.9985
2018-10-05,0.042,0.847,0.111,0.9928
2018-10-04,0.031,0.852,0.117,0.9965
2018-10-03,0.03,0.833,0.138,0.9978
2018-10-02,0.042,0.859,0.1,0.9924
2018-10-01,0.036,0.852,0.112,0.9955
2018-09-30,0.051,0.797,0.151,0.9978
2018-09-29,0.033,0.827,0.14,0.9982
2018-09-28,0.031,0.832,0.136,0.998
2018-09-27,0.043,0.826,0.131,0.9976
2018-09-26,0.027,0.83,0.143,0.9982
2018-09-25,0.04,0.792,0.167,0.9988
2018-09-24,0.051,0.829,0.12,0.9953
2018-09-23,0.101,0.731,0.168,0.9964
2018-09-22,0.055,0.785,0.161,0.9985
2018-09-21,0.044,0.85,0.106,0.9932
2018-09-20,0.039,0.819,0.142,0.9982
2018-09-19,0.061,0.792,0.146,0.9972
2018-09-18,0.052,0.822,0.127,0.9961
2018-09-17,0.093,0.785,0.123,0.9841
2018-09-16,0.068,0.77,0.162,0.9983
2018-09-15,0.055,0.796,0.15,0.9981
2018-09-14,0.018,0.849,0.133,0.9987
2018-09-13,0.084,0.795,0.121,0.9781
2018-09-12,0.041,0.806,0.153,0.9982
2018-09-11,0.048,0.793,0.159,0.9984
2018-09-10,0.055,0.817,0.129,0.9955
2018-09-09,0.057,0.781,0.162,0.9981
2018-09-08,0.068,0.785,0.146,0.997
2018-09-07,0.051,0.842,0.107,0.9916
2018-09-06,0.07,0.785,0.144,0.9959
2018-09-05,0.072,0.794,0.134,0.9927
2018-09-04,0.055,0.817,0.128,0.9962
2018-09-03,0.058,0.802,0.14,0.9953
2018-09-02,0.07,0.817,0.114,0.9892
2018-09-01,0.043,0.834,0.123,0.996
2018-08-31,0.048,0.801,0.151,0.9983
2018-08-30,0.011,0.832,0.157,0.999
2018-08-29,0.057,0.758,0.185,0.9987
2018-08-28,0.073,0.782,0.144,0.9942
2018-08-27,0.057,0.789,0.154,0.9981
2018-08-26,0.041,0.822,0.137,0.998
2018-08-25,0.061,0.827,0.112,0.9906
2018-08-24,0.024,0.783,0.193,0.9993
2018-08-23,0.086,0.776,0.138,0.9905
2018-08-22,0.057,0.794,0.148,0.9972
2018-08-21,0.035,0.85,0.116,0.9963
2018-08-20,0.034,0.834,0.132,0.9981
2018-08-19,0.063,0.818,0.119,0.992
2018-08-18,0.067,0.82,0.114,0.9866
2018-08-17,0.045,0.777,0.178,0.9989
2018-08-16,0.031,0.809,0.159,0.9986
2018-08-15,0.055,0.819,0.126,0.9944
2018-08-14,0.028,0.839,0.133,0.9977
2018-08-13,0.029,0.872,0.099,0.9946
2018-08-12,0.05,0.786,0.164,0.9987
2018-08-11,0.09,0.798,0.112,0.9468
2018-08-10,0.043,0.811,0.146,0.9972
2018-08-09,0.052,0.808,0.14,0.9976
2018-08-08,0.053,0.811,0.136,0.9961
2018-08-07,0.03,0.8,0.171,0.9989
2018-08-06,0.022,0.848,0.13,0.9977
2018-08-05,0.056,0.833,0.112,0.9914
2018-08-04,0.042,0.8,0.158,0.9986
2018-08-03,0.061,0.81,0.129,0.9934
2018-08-02,0.043,0.822,0.135,0.9971
2018-08-01,0.042,0.834,0.125,0.9968
2018-07-31,0.042,0.791,0.168,0.9986
2018-07-30,0.046,0.824,0.13,0.9971
2018-07-29,0.067,0.769,0.164,0.9967
2018-07-28,0.05,0.83,0.12,0.9947
2018-07-27,0.08,0.8,0.12,0.9839
2018-07-26,0.061,0.832,0.108,0.9892
2018-07-25,0.038,0.835,0.127,0.9965
2018-07-24,0.056,0.817,0.128,0.9946
2018-07-23,0.066,0.803,0.131,0.9935
2018-07-22,0.041,0.83,0.129,0.9975
2018-07-21,0.025,0.811,0.164,0.9988
2018-07-20,0.03,0.805,0.165,0.9988
2018-07-19,0.043,0.83,0.127,0.9963
2018-07-18,0.042,0.827,0.131,0.997
2018-07-17,0.025,0.804,0.17,0.9985
2018-07-16,0.036,0.821,0.143,0.9976
2018-07-15,0.071,0.82,0.109,0.9818
2018-07-14,0.054,0.755,0.191,0.999
2018-07-13,0.053,0.802,0.145,0.998
2018-07-12,0.042,0.835,0.123,0.9968
2018-07-11,0.049,0.821,0.13,0.9959
2018-07-10,0.029,0.85,0.121,0.9965
2018-07-09,0.055,0.817,0.127,0.9952
2018-07-08,0.048,0.815,0.138,0.9981
2018-07-07,0.039,0.789,0.172,0.999
2018-07-06,0.038,0.811,0.151,0.9981
2018-07-05,0.068,0.824,0.108,0.9816
2018-07-04,0.039,0.839,0.123,0.9974
2018-07-03,0.025,0.786,0.189,0.9991
2018-07-02,0.08,0.778,0.142,0.9913
2018-07-01,0.058,0.789,0.153,0.9981
2018-06-30,0.083,0.795,0.123,0.9894
2018-06-29,0.039,0.818,0.143,0.9982
2018-06-28,0.045,0.809,0.146,0.9978
2018-06-27,0.036,0.818,0.146,0.9978
2018-06-26,0.039,0.798,0.163,0.9987
2018-06-25,0.046,0.81,0.144,0.9982
2018-06-24,0.1,0.738,0.162,0.9963
2018-06-23,0.051,0.832,0.116,0.9951
2018-06-22,0.085,0.8,0.115,0.9627
2018-06-21,0.037,0.853,0.11,0.9953
2018-06-20,0.067,0.815,0.118,0.9908
2018-06-19,0.051,0.792,0.157,0.9985
2018-06-18,0.066,0.815,0.119,0.991
2018-06-17,0.049,0.826,0.124,0.9954
2018-06-16,0.038,0.798,0.164,0.9986
2018-06-15,0.044,0.843,0.113,0.9957
2018-06-14,0.117,0.736,0.146,0.9552
2018-06-13,0.036,0.849,0.115,0.9961
2018-06-12,0.058,0.822,0.119,0.9941
2018-06-11,0.051,0.821,0.128,0.9964
2018-06-10,0.063,0.83,0.107,0.9915
2018-06-09,0.033,0.84,0.127,0.9978
2018-06-08,0.03,0.818,0.152,0.9986
2018-06-07,0.053,0.831,0.116,0.9933
2018-06-06,0.04,0.849,0.111,0.9944
2018-06-05,0.042,0.828,0.129,0.9972
2018-06-04,0.041,0.784,0.176,0.9986
2018-06-03,0.059,0.823,0.118,0.9921
2018-06-02,0.074,0.812,0.114,0.9876
2018-06-01,0.047,0.837,0.116,0.9943
2018-05-31,0.073,0.789,0.137,0.9948
2018-05-30,0.046,0.853,0.101,0.99
2018-05-29,0.073,0.819,0.108,0.9869
2018-05-28,0.041,0.845,0.114,0.9959
2018-05-27,0.036,0.797,0.168,0.9987
2018-05-26,0.054,0.784,0.162,0.997
2018-05-25,0.024,0.804,0.172,0.9991
2018-05-24,0.082,0.792,0.127,0.9834
2018-05-23,0.09,0.764,0.146,0.9869
2018-05-22,0.055,0.802,0.144,0.9975
2018-05-21,0.03,0.826,0.144,0.9979
2018-05-20,0.027,0.834,0.139,0.9981
2018-05-19,0.036,0.819,0.145,0.9978
2018-05-18,0.044,0.813,0.143,0.9973
2018-05-17,0.08,0.767,0.153,0.9963
2018-05-16,0.051,0.801,0.149,0.9975
2018-05-15,0.051,0.831,0.118,0.9933
2018-05-14,0.059,0.818,0.123,0.9926
2018-05-13,0.045,0.849,0.106,0.9918
2018-05-12,0.05,0.836,0.114,0.995
2018-05-11,0.04,0.811,0.149,0.9985
2018-05-10,0.009,0.88,0.11,0.9971
2018-05-09,0.014,0.845,0.141,0.9984
2018-05-08,0.03,0.826,0.144,0.9981
2018-05-07,0.077,0.763,0.16,0.9961
2018-05-06,0.025,0.842,0.133,0.998
2018-05-05,0.055,0.793,0.153,0.9973
2018-05-04,0.049,0.809,0.143,0.9978
2018-05-03,0.07,0.777,0.153,0.9962
2018-05-02,0.032,0.836,0.133,0.9976
2018-05-01,0.051,0.816,0.133,0.9969
2018-04-30,0.021,0.849,0.129,0.998
2018-04-29,0.065,0.773,0.162,0.9979
2018-04-28,0.033,0.852,0.115,0.9962
2018-04-27,0.051,0.838,0.111,0.9901
2018-04-26,0.065,0.802,0.132,0.9934
2018-04-25,0.041,0.835,0.125,0.9958
2018-04-24,0.055,0.826,0.119,0.9947
2018-04-23,0.055,0.804,0.141,0.9972
2018-04-22,0.068,0.819,0.113,0.9872
2018-04-21,0.042,0.82,0.138,0.9964
2018-04-20,0.029,0.859,0.111,0.9953
2018-04-19,0.045,0.817,0.138,0.9974
2018-04-18,0.026,0.849,0.125,0.9981
2018-04-17,0.023,0.824,0.152,0.9986
2018-04-16,0.038,0.83,0.132,0.9977
2018-04-15,0.03,0.855,0.115,0.9947
2018-04-14,0.062,0.813,0.125,0.9944
2018-04-13,0.025,0.836,0.14,0.9973
2018-04-12,0.045,0.747,0.209,0.9993
2018-04-11,0.033,0.845,0.122,0.9964
2018-04-10,0.026,0.832,0.142,0.9979
2018-04-09,0.039,0.835,0.126,0.9972
2018-04-08,0.04,0.808,0.151,0.9982
2018-04-07,0.052,0.836,0.112,0.9931
2018-04-06,0.026,0.835,0.14,0.9978
2018-04-05,0.037,0.841,0.121,0.9963
2018-04-04,0.047,0.8,0.153,0.9981
2018-04-03,0.043,0.799,0.158,0.9986
2018-04-02,0.046,0.856,0.099,0.9911
2018-04-01,0.033,0.853,0.115,0.9965
2018-03-31,0.026,0.83,0.144,0.9989
2018-03-30,0.085,0.769,0.146,0.9923
2018-03-29,0.045,0.785,0.17,0.9986
2018-03-28,0.047,0.797,0.156,0.9981
2018-03-27,0.047,0.805,0.148,0.9977
2018-03-26,0.058,0.833,0.109,0.991
2018-03-25,0.023,0.844,0.133,0.9978
2018-03-24,0.02,0.856,0.124,0.9985
2018-03-23,0.032,0.816,0.152,0.9983
2018-03-22,0.045,0.83,0.125,0.9974
2018-03-21,0.037,0.886,0.077,0.9801
2018-03-20,0.055,0.791,0.154,0.9967
2018-03-19,0.031,0.811,0.158,0.9985
2018-03-18,0.067,0.8,0.132,0.9917
2018-03-17,0.065,0.773,0.162,0.9978
2018-03-16,0.056,0.809,0.135,0.9957
2018-03-15,0.049,0.818,0.133,0.996
2018-03-14,0.056,0.822,0.123,0.9922
2018-03-13,0.024,0.869,0.107,0.996
2018-03-12,0.046,0.808,0.145,0.9973
2018-03-11,0.08,0.769,0.152,0.9866
2018-03-10,0.068,0.831,0.101,0.9805
2018-03-09,0.028,0.832,0.14,0.9981
2018-03-08,0.043,0.818,0.139,0.9979
2018-03-07,0.077,0.786,0.137,0.9922
2018-03-06,0.056,0.834,0.11,0.9838
2018-03-05,0.019,0.831,0.15,0.9986
2018-03-04,0.03,0.801,0.169,0.999
2018-03-03,0.058,0.826,0.116,0.9935
2018-03-02,0.02,0.846,0.134,0.9983
2018-03-01,0.047,0.831,0.122,0.9944
2018-02-28,0.057,0.817,0.126,0.9945
2018-02-27,0.051,0.807,0.142,0.9966
2018-02-26,0.029,0.844,0.127,0.9968
2018-02-25,0.022,0.86,0.118,0.9972
2018-02-24,0.072,0.791,0.137,0.9928
2018-02-23,0.041,0.824,0.135,0.9968
2018-02-22,0.063,0.796,0.141,0.9957
2018-02-21,0.044,0.848,0.108,0.9936
2018-02-20,0.043,0.82,0.137,0.9971
2018-02-19,0.046,0.838,0.116,0.9947
2018-02-18,0.056,0.846,0.098,0.9842
2018-02-17,0.087,0.825,0.088,0.0949
2018-02-16,0.03,0.844,0.126,0.9963
2018-02-15,0.032,0.83,0.137,0.9951
2018-02-14,0.05,0.803,0.146,0.9968
2018-02-13,0.063,0.821,0.116,0.9907
2018-02-12,0.037,0.856,0.107,0.9936
2018-02-11,0.08,0.816,0.104,0.9501
2018-02-10,0.067,0.771,0.162,0.9972
2018-02-09,0.077,0.785,0.138,0.9914
2018-02-08,0.062,0.785,0.154,0.997
2018-02-07,0.069,0.829,0.102,0.9625
2018-02-06,0.065,0.762,0.174,0.998
2018-02-05,0.11,0.727,0.163,0.9873
